Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Kouchuu Ouja Mushi King,GBA,2005.0,Action,0.0,0.0,0.7,0.02,,,
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,2005.0,Action,0.0,0.0,0.19,0.0,,,
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006.0,Action,0.0,0.0,0.13,0.0,,,
Kouchuu Ouja Mushi King: Super Collection,DS,2007.0,Action,0.0,0.0,0.11,0.0,,,
Koudelka,PS,1999.0,Role-Playing,0.05,0.03,0.0,0.01,,,
Kousoku Card Battle: Card Hero,DS,2007.0,Strategy,0.0,0.0,0.11,0.0,,,
Kowloon's Gate,PS,1997.0,Adventure,0.0,0.0,0.14,0.01,,,
Krazy Ivan,PS,1995.0,Simulation,0.04,0.03,0.0,0.0,,,
Krull,2600,1982.0,Action,0.13,0.01,0.0,0.0,,,
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011.0,Misc,0.0,0.0,0.02,0.0,,,
Kuma-Tomo,3DS,2013.0,Misc,0.0,0.0,0.19,0.0,,,
Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005.0,Puzzle,0.32,0.08,0.0,0.01,,,
Kung Fu,NES,1985.0,Action,1.64,0.38,1.42,0.06,,,
Kung Fu Chaos,XB,2003.0,Fighting,0.21,0.06,0.0,0.01,68.0,8.5,T
Kung Fu Panda,PS3,2008.0,Action,0.21,0.21,0.0,0.09,76.0,7.3,E10+
Kung Fu Panda,X360,2008.0,Action,1.91,0.84,0.0,0.29,75.0,7.4,E10+
Kung Fu Panda,PS2,2008.0,Action,0.24,0.0,0.0,0.41,73.0,8.6,E10+
Kung Fu Panda,Wii,2008.0,Action,0.5,0.32,0.0,0.09,70.0,6.7,E10+
Kung Fu Panda,PC,2008.0,Action,0.0,0.02,0.0,0.0,71.0,7.8,E10+
Kung Fu Panda,DS,2008.0,Action,0.56,0.56,0.0,0.14,,,
Kung Fu Panda 2,X360,2011.0,Action,0.16,0.06,0.0,0.02,,,
Kung Fu Panda 2,DS,2011.0,Action,0.15,0.05,0.0,0.02,,,
Kung Fu Panda 2,Wii,2011.0,Action,0.07,0.05,0.0,0.01,,,
Kung Fu Panda 2,PS3,2011.0,Action,0.04,0.04,0.0,0.01,,,
Kung Fu Panda: Legendary Warriors,DS,2008.0,Action,0.02,0.0,0.0,0.0,73.0,tbd,E10+
Kung Fu Panda: Legendary Warriors,Wii,2008.0,Action,0.07,0.0,0.0,0.0,,,
Kung Fu Panda: Showdown of Legendary Legends,X360,2015.0,Action,0.0,0.02,0.0,0.0,,6.8,E10+
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015.0,Action,0.0,0.03,0.0,0.0,,tbd,E10+
Kung Fu Panda: Showdown of Legendary Legends,PS3,2015.0,Action,0.0,0.02,0.0,0.0,,tbd,E10+
Kung Fu Rider,PS3,2010.0,Action,0.06,0.09,0.01,0.03,36.0,3.7,E10+
Kung Zhu,DS,2010.0,Action,0.26,0.0,0.0,0.02,,,
Kung-Fu Master,2600,1987.0,Action,0.6,0.04,0.0,0.01,,,
Kung-Fu: High Impact,X360,2011.0,Action,0.08,0.05,0.0,0.01,56.0,7.8,T
Kuon,PS2,2004.0,Adventure,0.01,0.01,0.0,0.0,57.0,7.7,M
Kurikin: Nano Island Story,DS,2007.0,Role-Playing,0.0,0.0,0.09,0.0,,,
Kurogane Kaikitan,PSV,2015.0,Adventure,0.0,0.0,0.01,0.0,,,
Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2012.0,Action,0.0,0.0,0.2,0.0,,,
Kurohyou: Ryu ga Gotoku Shinshou,PSP,2010.0,Adventure,0.0,0.0,0.29,0.0,,,
Kuroko's Basketball: Miracle Game,PSP,2012.0,Sports,0.0,0.0,0.11,0.0,,,
Kuroko's Basketball: Miracle Game,3DS,2014.0,Sports,0.0,0.0,0.1,0.0,,,
Kuroko's Basketball: Ties to Future,3DS,2015.0,Action,0.0,0.0,0.09,0.0,,,
Kuroshitsuji: Phantom & Ghost,DS,2009.0,Action,0.0,0.0,0.04,0.0,,,
Kurt Warner's Arena Football Unleashed,PS,2000.0,Sports,0.07,0.05,0.0,0.01,,,
KuruKuru Kururin,GBA,2001.0,Puzzle,0.0,0.0,0.3,0.01,,,
Kurupoto Cool Cool Stars,DS,2007.0,Action,0.06,0.0,0.0,0.0,,tbd,E
Kururin Paradise,GBA,2002.0,Puzzle,0.0,0.0,0.06,0.0,,,
Kurushi Final: Mental Blocks,PS,1998.0,Puzzle,0.0,0.0,0.32,0.02,,,
Kuryuu Youma Gakuenki Recharge,PS2,2006.0,Adventure,0.0,0.0,0.03,0.0,,,
Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008.0,Misc,0.0,0.0,0.06,0.0,,,
Kuusen II,PS2,2004.0,Simulation,0.0,0.0,0.02,0.0,,,
Kya: Dark Lineage,PS2,2003.0,Adventure,0.08,0.06,0.0,0.02,69.0,8.9,T
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012.0,Adventure,0.0,0.0,0.03,0.0,,,
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012.0,Adventure,0.0,0.0,0.03,0.0,,,
Kyoukai no Shirayuki,PSV,2016.0,Action,0.0,0.0,0.01,0.0,,,
Kyoukai Senjou no Horizon Portable,PSP,2013.0,Adventure,0.0,0.0,0.05,0.0,,,
L: the proLogue to DEATH NOTE - Rasen no Wana,DS,2008.0,Adventure,0.0,0.0,0.09,0.0,,,
L.A. Noire,PS3,2011.0,Adventure,1.27,1.29,0.12,0.49,89.0,7.7,M
L.A. Noire,X360,2011.0,Adventure,1.52,0.92,0.02,0.24,89.0,7.8,M
L.A. Noire: The Complete Edition,PC,2011.0,Adventure,0.08,0.13,0.0,0.03,83.0,7.9,M
L.A. Rush,XB,2005.0,Racing,0.11,0.03,0.0,0.01,59.0,3,T
L.A. Rush,PS2,2005.0,Racing,0.23,0.18,0.0,0.06,58.0,8,T
L.G.S: Shinsetsu Houshinengi,PSP,2012.0,Action,0.0,0.0,0.02,0.0,,,
L'Aigle de Guerre,GBA,2001.0,Strategy,0.0,0.0,0.1,0.0,,,
La Corda d'Oro 4,PSV,2016.0,Action,0.0,0.0,0.02,0.0,,,
La Pucelle: Ragnarok,PSP,2009.0,Role-Playing,0.0,0.0,0.03,0.0,,,
La Pucelle: Tactics,PS2,2002.0,Role-Playing,0.09,0.07,0.0,0.02,79.0,8.5,T
Labyrinth Cross Blood: Infinity,PSV,2013.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Lady Sia,GBA,2001.0,Platform,0.08,0.03,0.0,0.0,73.0,tbd,E
Lagoon,SNES,1991.0,Role-Playing,0.0,0.0,0.05,0.0,,,
Lair,PS3,2007.0,Action,0.36,0.03,0.08,0.04,53.0,6.4,T
Lalaloopsy,DS,2011.0,Simulation,0.51,0.1,0.0,0.06,,tbd,E
Land of the Dead: Road to Fiddler's Green,XB,2005.0,Shooter,0.05,0.01,0.0,0.0,32.0,5.8,M
Langrisser III,SAT,1996.0,Strategy,0.0,0.0,0.2,0.0,,,
Langrisser IV,SAT,1997.0,Strategy,0.0,0.0,0.11,0.0,,,
Langrisser V: The End of Legend,SAT,1998.0,Strategy,0.0,0.0,0.09,0.0,,,
Langrisser: Re:Incarnation Tensei,3DS,2015.0,Role-Playing,0.02,0.0,0.01,0.0,,,
Lara Croft and the Temple of Osiris,PC,2014.0,Action,0.0,0.02,0.0,0.0,73.0,5.4,T
Lara Croft and the Temple of Osiris,PS4,2014.0,Action,0.0,0.07,0.0,0.01,74.0,6.7,T
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003.0,Action,0.61,0.48,0.0,0.16,52.0,6.2,T
Largo Winch .// Commando Sar,PS,2002.0,Adventure,0.01,0.01,0.0,0.0,,,
Laser Blast,2600,1981.0,Action,0.37,0.02,0.0,0.0,,,
Last Bronx,SAT,1996.0,Fighting,0.0,0.0,0.13,0.0,,,
Last Escort,PS2,2006.0,Adventure,0.0,0.0,0.02,0.0,,,
Last Escort 2: Shinya no Amai Toge,PS2,2008.0,Adventure,0.0,0.0,0.03,0.0,,,
Last Escort: Club Katze,PSP,2010.0,Adventure,0.0,0.0,0.03,0.0,,,
Last Escort: Club Katze,PS2,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
Last Ranker,PSP,2010.0,Role-Playing,0.0,0.0,0.13,0.0,,,
Last Rebellion,PS3,2010.0,Role-Playing,0.06,0.01,0.01,0.01,44.0,4.6,T
Last Window: The Secret of Cape West,DS,2010.0,Adventure,0.0,0.11,0.09,0.02,,,
Le Mans 24 Hours,PS2,2001.0,Racing,0.09,0.07,0.02,0.02,75.0,7.6,E
Learn Chess,DS,2009.0,Misc,0.09,0.0,0.0,0.01,,tbd,
Learn Geography,DS,2009.0,Misc,0.07,0.0,0.0,0.0,,tbd,E
Learn Math,DS,2009.0,Puzzle,0.12,0.0,0.0,0.01,,tbd,E
Learn Science,DS,2010.0,Misc,0.05,0.0,0.0,0.0,,tbd,E
Learning to Spell,DS,2010.0,Misc,0.16,0.0,0.0,0.01,,tbd,E
Left 4 Dead,PC,2008.0,Shooter,0.0,0.02,0.0,0.0,89.0,9.2,M
Left 4 Dead,X360,2008.0,Shooter,2.66,0.49,0.05,0.3,89.0,7.9,M
Left 4 Dead 2,PC,2009.0,Shooter,0.0,0.32,0.0,0.04,89.0,8.5,M
Left 4 Dead 2,X360,2009.0,Shooter,2.67,0.87,0.05,0.38,89.0,8.6,M
Left Brain Right Brain 2,DS,2008.0,Misc,0.12,0.0,0.0,0.01,51.0,tbd,E
Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007.0,Misc,0.15,0.0,0.0,0.01,,,
Legacy of Kain: Defiance,PS2,2003.0,Action,0.26,0.2,0.0,0.07,75.0,9.3,M
Legacy of Kain: Defiance,PC,2003.0,Action,0.0,0.01,0.0,0.0,70.0,8.7,M
Legacy of Kain: Defiance,XB,2003.0,Action,0.14,0.04,0.0,0.01,74.0,7.9,M
Legacy of Kain: Soul Reaver,PS,,Action,0.58,0.4,0.0,0.07,91.0,9,T
Legacy of Ys: Books I & II,DS,,Role-Playing,0.02,0.0,0.0,0.0,,,
Legaia 2: Duel Saga,PS2,2001.0,Role-Playing,0.13,0.1,0.0,0.03,67.0,8.4,T
Legasista,PS3,2012.0,Role-Playing,0.0,0.0,0.04,0.0,68.0,6.3,T
Legend of Kay,PS2,2005.0,Action,0.03,0.02,0.0,0.01,72.0,7.3,E10+
Legend of Kay,DS,2010.0,Action,0.06,0.0,0.0,0.0,,tbd,E
Legend of Kay,PS4,2015.0,Action,0.02,0.03,0.0,0.01,,,
Legend of Kay,WiiU,2015.0,Action,0.03,0.02,0.0,0.0,,,
Legend of Kay Anniversary,WiiU,2015.0,Action,0.0,0.01,0.0,0.0,67.0,7.1,E10+
Legend of Kay Anniversary,PS4,2015.0,Action,0.0,0.02,0.0,0.0,62.0,6.4,E10+
Legend of Legaia,PS,1998.0,Role-Playing,0.37,0.25,0.0,0.04,,,
Legend of Mana,PS,1999.0,Role-Playing,0.18,0.13,0.73,0.07,,,
Legend of the Dragon,Wii,2007.0,Fighting,0.06,0.0,0.0,0.0,37.0,4.8,T
Legend of the Dragon,PSP,2007.0,Fighting,0.03,0.0,0.0,0.0,38.0,tbd,T
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010.0,Action,0.06,0.01,0.0,0.01,60.0,8,E10+
Legend of the Guardians: The Owls of Ga'Hoole,DS,2010.0,Action,0.11,0.01,0.0,0.01,33.0,tbd,E10+
Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010.0,Action,0.1,0.01,0.0,0.01,54.0,tbd,E10+
Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010.0,Action,0.06,0.01,0.0,0.01,62.0,tbd,E10+
Legend: Hand of God,PC,2007.0,Role-Playing,0.0,0.02,0.0,0.0,57.0,5.8,M
Legendary,X360,2008.0,Shooter,0.08,0.15,0.0,0.03,47.0,7.1,M
Legendary,PS3,2008.0,Shooter,0.08,0.03,0.0,0.02,50.0,7.1,M
Legendary,PC,2008.0,Shooter,0.0,0.01,0.0,0.0,50.0,6.6,M
Legends of Oz: Dorothy's Return,3DS,2014.0,Puzzle,0.0,0.01,0.0,0.0,,tbd,E
Legends of WrestleMania,X360,2009.0,Fighting,0.2,0.15,0.0,0.04,71.0,6.3,T
Legends of WrestleMania,PS3,2009.0,Fighting,0.3,0.16,0.0,0.07,70.0,6.5,T
Legends of Wrestling,XB,2002.0,Fighting,0.1,0.03,0.0,0.0,65.0,5.8,T
Legends of Wrestling,GC,2002.0,Fighting,0.1,0.03,0.0,0.0,50.0,6.8,T
Legends of Wrestling,PS2,2001.0,Fighting,0.37,0.29,0.0,0.1,,,
Legends of Wrestling II,GBA,2002.0,Fighting,0.05,0.02,0.0,0.0,24.0,3.7,E
Legends of Wrestling II,PS2,2002.0,Fighting,0.16,0.13,0.0,0.04,59.0,6.7,T
Legends of Wrestling II,XB,2002.0,Fighting,0.09,0.03,0.0,0.0,62.0,tbd,T
Legends of Wrestling II,GC,2002.0,Fighting,0.09,0.02,0.0,0.0,59.0,tbd,T
Legion: The Legend of Excalibur,PS2,2002.0,Action,0.11,0.09,0.0,0.03,51.0,7,M
LEGO Batman 2: DC Super Heroes,DS,2012.0,Action,0.39,0.24,0.0,0.06,,8,E10+
LEGO Batman 2: DC Super Heroes,Wii,2012.0,Action,0.9,0.37,0.0,0.11,,7.1,E10+
LEGO Batman 2: DC Super Heroes,3DS,2012.0,Action,0.41,0.28,0.0,0.06,72.0,5.2,E10+
LEGO Batman 2: DC Super Heroes,X360,2012.0,Action,0.9,0.61,0.0,0.15,79.0,7.2,E10+
LEGO Batman 2: DC Super Heroes,WiiU,2013.0,Action,0.04,0.06,0.0,0.01,77.0,7.3,E10+
LEGO Batman 2: DC Super Heroes,PS3,2012.0,Action,0.5,0.5,0.0,0.19,81.0,7.5,E10+
LEGO Batman 2: DC Super Heroes,PSV,2012.0,Action,0.16,0.11,0.0,0.06,62.0,6.7,E10+
Lego Batman 3: Beyond Gotham,WiiU,2014.0,Action,0.21,0.21,0.0,0.04,,7,E10+
Lego Batman 3: Beyond Gotham,PS4,2014.0,Action,0.37,0.4,0.0,0.15,73.0,7.1,E10+
Lego Batman 3: Beyond Gotham,XOne,2014.0,Action,0.23,0.17,0.0,0.04,74.0,7.1,E10+
Lego Batman 3: Beyond Gotham,3DS,2014.0,Action,0.21,0.2,0.0,0.04,,6.4,E10+
Lego Batman 3: Beyond Gotham,PS3,2014.0,Action,0.33,0.28,0.0,0.12,,6.7,E10+
Lego Batman 3: Beyond Gotham,PSV,2014.0,Action,0.05,0.19,0.0,0.07,,7.7,E10+
Lego Batman 3: Beyond Gotham,X360,2014.0,Action,0.48,0.33,0.0,0.08,,6.8,E10+
Lego Batman 3: Beyond Gotham,PC,2014.0,Action,0.0,0.06,0.0,0.0,,6.8,E10+
LEGO Batman: The Videogame,DS,2008.0,Action,1.75,01.01,0.0,0.29,72.0,8,E10+
LEGO Batman: The Videogame,PSP,,Action,0.57,0.44,0.0,0.27,73.0,7.4,E10+
LEGO Batman: The Videogame,PS3,2008.0,Action,0.72,0.39,0.0,0.19,75.0,7.7,E10+
LEGO Batman: The Videogame,PC,2008.0,Action,0.02,0.03,0.0,0.01,80.0,7.8,E10+
LEGO Batman: The Videogame,X360,2008.0,Action,02.04,01.02,0.0,0.32,76.0,7.9,E10+
LEGO Batman: The Videogame,Wii,,Action,1.8,0.97,0.0,0.29,74.0,7.9,E10+
LEGO Batman: The Videogame,PS2,2008.0,Action,0.72,0.03,0.0,0.52,77.0,8.9,E10+
LEGO Battles,DS,2009.0,Strategy,0.77,0.37,0.0,0.11,65.0,8.9,E
LEGO Battles: Ninjago,DS,2011.0,Strategy,01.02,0.32,0.0,0.11,59.0,6.9,E
LEGO Bionicle,GBA,2001.0,Platform,0.04,0.02,0.0,0.0,,tbd,E
LEGO City Undercover,WiiU,2013.0,Platform,0.47,0.42,0.13,0.08,80.0,8.2,E10+
LEGO City Undercover,3DS,2013.0,Platform,0.52,0.77,0.07,0.11,,,
LEGO Dimensions,X360,2015.0,Action,0.26,0.23,0.0,0.04,,6.1,
LEGO Dimensions,PS4,2015.0,Action,0.24,0.37,0.0,0.12,80.0,7.1,E10+
LEGO Dimensions,PS3,2015.0,Action,0.17,0.3,0.0,0.09,,6.4,
LEGO Dimensions,WiiU,2015.0,Action,0.3,0.18,0.0,0.05,62.0,6.5,E10+
LEGO Dimensions,XOne,2015.0,Action,0.22,0.15,0.0,0.04,80.0,6.9,E10+
LEGO Friends,3DS,2013.0,Action,0.0,0.04,0.0,0.0,43.0,8.3,E
LEGO Harry Potter Collection,PS4,2016.0,Action,0.01,0.11,0.0,0.02,73.0,8.1,E10+
LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,1.28,0.93,0.0,0.22,79.0,8,E10+
LEGO Harry Potter: Years 1-4,X360,2010.0,Action,0.95,0.46,0.0,0.14,79.0,8,E10+
LEGO Harry Potter: Years 1-4,PS3,2010.0,Action,0.55,0.55,0.0,0.21,79.0,8,E10+
LEGO Harry Potter: Years 1-4,DS,2010.0,Action,01.07,0.99,0.0,0.22,72.0,7.2,E10+
LEGO Harry Potter: Years 1-4,PC,2010.0,Action,0.02,0.01,0.0,0.0,79.0,7.9,E10+
LEGO Harry Potter: Years 1-4,PSP,2010.0,Action,0.14,0.36,0.0,0.18,71.0,tbd,E10+
LEGO Harry Potter: Years 5-7,PS3,,Action,0.36,0.41,0.0,0.15,76.0,8.3,E10+
LEGO Harry Potter: Years 5-7,3DS,,Action,0.18,0.19,0.0,0.03,71.0,6.5,E10+
LEGO Harry Potter: Years 5-7,PC,,Action,0.05,0.14,0.0,0.03,80.0,8.5,E10+
LEGO Harry Potter: Years 5-7,PSV,2012.0,Action,0.07,0.07,0.0,0.03,64.0,6.8,E10+
LEGO Harry Potter: Years 5-7,Wii,,Action,0.69,0.42,0.0,0.12,76.0,7.8,E10+
LEGO Harry Potter: Years 5-7,X360,,Action,0.51,0.37,0.0,0.09,77.0,7.9,E10+
LEGO Harry Potter: Years 5-7,DS,,Action,0.34,0.25,0.0,0.07,69.0,tbd,E10+
LEGO Harry Potter: Years 5-7,PSP,,Action,0.1,0.1,0.0,0.06,,tbd,E10+
LEGO Indiana Jones 2: The Adventure Continues,PC,2009.0,Action,0.02,0.03,0.0,0.01,66.0,8,E10+
LEGO Indiana Jones 2: The Adventure Continues,Wii,2009.0,Action,0.9,0.38,0.0,0.12,72.0,6.1,E10+
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009.0,Action,0.47,0.29,0.0,0.13,70.0,7.1,E10+
LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,0.62,0.31,0.0,0.09,71.0,7.4,E10+
LEGO Indiana Jones 2: The Adventure Continues,DS,2009.0,Action,0.65,0.42,0.0,0.11,59.0,tbd,E
LEGO Indiana Jones 2: The Adventure Continues,PSP,2009.0,Action,0.21,0.23,0.0,0.14,,tbd,E10+
LEGO Indiana Jones: The Original Adventures,PS2,2008.0,Action,0.6,0.01,0.0,0.76,77.0,8.4,E10+
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,2.4,01.01,0.0,0.36,77.0,7.5,E10+
LEGO Indiana Jones: The Original Adventures,Wii,,Action,1.51,0.61,0.0,0.21,78.0,6.6,E10+
LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Action,0.4,0.48,0.0,0.29,76.0,7.6,E10+
LEGO Indiana Jones: The Original Adventures,PS3,2008.0,Action,0.44,0.42,0.0,0.17,77.0,7.7,E10+
LEGO Indiana Jones: The Original Adventures,PC,2008.0,Action,0.02,0.02,0.0,0.0,78.0,7.7,E10+
LEGO Indiana Jones: The Original Adventures,DS,2008.0,Action,1.4,0.59,0.0,0.2,80.0,7.9,E
LEGO Island 2: The Brickster's Revenge,PS,2001.0,Adventure,0.1,0.07,0.0,0.01,,,
LEGO Island Xtreme Stunts,GBA,2002.0,Racing,0.1,0.04,0.0,0.0,,,
LEGO Jurassic World,PS4,2015.0,Action,0.32,0.42,0.02,0.14,70.0,7,E10+
LEGO Jurassic World,X360,2015.0,Action,0.47,0.32,0.0,0.08,,7.1,E10+
LEGO Jurassic World,PC,2015.0,Action,0.0,0.04,0.0,0.0,72.0,7.1,E10+
LEGO Jurassic World,WiiU,2015.0,Action,0.27,0.19,0.02,0.04,71.0,8.1,E10+
LEGO Jurassic World,3DS,2015.0,Action,0.31,0.23,0.03,0.05,,7.2,E10+
LEGO Jurassic World,PS3,2015.0,Action,0.35,0.36,0.0,0.14,,7.4,E10+
LEGO Jurassic World,PSV,2015.0,Action,0.05,0.13,0.0,0.05,,7.6,E10+
LEGO Jurassic World,XOne,2015.0,Action,0.38,0.22,0.0,0.06,70.0,6.7,E10+
LEGO Knights' Kingdom,GBA,2004.0,Action,0.08,0.03,0.0,0.0,62.0,tbd,E
LEGO Legends of Chima: Laval's Journey,3DS,2013.0,Adventure,0.18,0.1,0.0,0.03,65.0,3.6,E10+
LEGO Legends of Chima: Laval's Journey,PSV,2013.0,Adventure,0.01,0.09,0.0,0.03,64.0,6.6,E10+
LEGO Legends of Chima: Laval's Journey,DS,2013.0,Adventure,0.0,0.03,0.0,0.0,,tbd,E10+
LEGO Marvel Super Heroes,WiiU,2013.0,Action,0.31,0.35,0.02,0.06,82.0,8,E10+
LEGO Marvel Super Heroes,PC,2013.0,Action,0.04,0.12,0.0,0.01,78.0,8.1,E10+
LEGO Marvel Super Heroes,3DS,2013.0,Action,0.42,0.36,0.04,0.07,61.0,5.2,E10+
LEGO Marvel Super Heroes,X360,2013.0,Action,1.24,0.79,0.0,0.19,80.0,7.6,E10+
LEGO Marvel Super Heroes,PS4,2013.0,Action,0.59,0.76,0.01,0.26,83.0,7.7,E10+
LEGO Marvel Super Heroes,DS,2013.0,Action,0.22,0.13,0.0,0.03,,4.8,E10+
LEGO Marvel Super Heroes,XOne,2013.0,Action,0.61,0.35,0.0,0.09,,6.8,E10+
LEGO Marvel Super Heroes,PS3,2013.0,Action,0.77,0.76,0.01,0.29,82.0,7.9,E10+
LEGO Marvel Super Heroes,PSV,2013.0,Action,0.11,0.29,0.0,0.11,,,
LEGO Marvel's Avengers,PS4,2016.0,Action,0.26,0.35,0.0,0.12,71.0,7,E10+
LEGO Marvel's Avengers,XOne,2016.0,Action,0.19,0.12,0.0,0.03,71.0,5.1,E10+
LEGO Marvel's Avengers,3DS,2016.0,Action,0.07,0.09,0.01,0.01,60.0,7.1,E10+
LEGO Marvel's Avengers,PS3,2016.0,Action,0.1,0.12,0.0,0.04,,5.5,E10+
LEGO Marvel's Avengers,PSV,2016.0,Action,0.02,0.07,0.0,0.03,,6.6,E10+
LEGO Marvel's Avengers,X360,2016.0,Action,0.18,0.11,0.0,0.03,,5.7,E10+
LEGO Marvel's Avengers,WiiU,2016.0,Action,0.12,0.1,0.0,0.02,69.0,6.8,E10+
LEGO Ninjago: Shadow of Ronin,3DS,2015.0,Action,0.05,0.11,0.04,0.01,,tbd,E10+
LEGO Ninjago: Shadow of Ronin,PSV,2015.0,Action,0.01,0.08,0.0,0.02,70.0,tbd,E10+
LEGO Pirates of the Caribbean: The Video Game,Wii,2011.0,Action,0.73,0.67,0.0,0.15,73.0,7,E10+
LEGO Pirates of the Caribbean: The Video Game,X360,2011.0,Action,0.54,0.39,0.0,0.09,73.0,7,E10+
LEGO Pirates of the Caribbean: The Video Game,PS3,2011.0,Action,0.36,0.43,0.0,0.16,73.0,7.1,E10+
LEGO Pirates of the Caribbean: The Video Game,3DS,2011.0,Action,0.29,0.27,0.0,0.06,71.0,7.3,E10+
LEGO Pirates of the Caribbean: The Video Game,PC,2011.0,Action,0.03,0.0,0.0,0.0,73.0,6.6,E10+
LEGO Pirates of the Caribbean: The Video Game,DS,2011.0,Action,0.34,0.46,0.0,0.1,69.0,tbd,E10+
LEGO Pirates of the Caribbean: The Video Game,PSP,2011.0,Action,0.12,0.13,0.0,0.08,67.0,tbd,E10+
LEGO Racers,N64,1999.0,Racing,0.51,0.18,0.0,0.01,,,
LEGO Racers,PS,1999.0,Racing,0.2,0.14,0.0,0.02,,,
LEGO Racers 2,PS2,2001.0,Racing,0.06,0.05,0.0,0.02,58.0,tbd,E
LEGO Rock Band,X360,2009.0,Misc,0.4,0.11,0.0,0.05,71.0,7.2,E10+
LEGO Rock Band,DS,2009.0,Misc,0.32,0.09,0.0,0.04,80.0,7.5,E
LEGO Rock Band,PS3,2009.0,Misc,0.24,0.12,0.0,0.06,75.0,7.6,E10+
LEGO Rock Band,Wii,2009.0,Misc,0.41,0.22,0.0,0.06,70.0,6.8,E10+
LEGO Rock Raiders,PS,1999.0,Strategy,0.06,0.04,0.0,0.01,,,
LEGO Soccer Mania,PS2,2002.0,Sports,0.04,0.03,0.0,0.01,61.0,tbd,E
LEGO Soccer Mania,GBA,2002.0,Sports,0.06,0.02,0.0,0.0,,,
LEGO Star Wars II: The Original Trilogy,DS,2006.0,Action,0.96,0.03,0.0,0.08,47.0,5,E
LEGO Star Wars II: The Original Trilogy,GBA,2006.0,Action,0.06,0.02,0.0,0.0,55.0,7,E
LEGO Star Wars II: The Original Trilogy,X360,2006.0,Action,0.55,0.03,0.0,0.05,81.0,8,E10+
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,1.85,0.64,0.01,0.19,84.0,9,E10+
LEGO Star Wars II: The Original Trilogy,GC,2006.0,Action,0.75,0.19,0.0,0.03,84.0,9.1,E10+
LEGO Star Wars II: The Original Trilogy,PC,2006.0,Action,0.0,0.01,0.0,0.0,86.0,8.2,E10+
LEGO Star Wars II: The Original Trilogy,PSP,2006.0,Action,0.58,0.5,0.0,0.32,83.0,8.6,E10+
LEGO Star Wars II: The Original Trilogy,XB,2006.0,Action,0.33,0.1,0.0,0.02,85.0,8.6,E10+
LEGO Star Wars III: The Clone Wars,3DS,2011.0,Action,0.61,0.43,0.0,0.09,67.0,6.1,E10+
LEGO Star Wars III: The Clone Wars,PS3,2011.0,Action,0.52,0.46,0.0,0.19,76.0,7.3,E10+
LEGO Star Wars III: The Clone Wars,PC,2011.0,Action,0.1,0.13,0.0,0.03,76.0,7.5,E10+
LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,01.01,0.6,0.0,0.15,76.0,7.7,E10+
LEGO Star Wars III: The Clone Wars,X360,2011.0,Action,0.84,0.51,0.0,0.13,75.0,7.8,E10+
LEGO Star Wars III: The Clone Wars,DS,2011.0,Action,0.61,0.38,0.0,0.1,66.0,tbd,E
LEGO Star Wars III: The Clone Wars,PSP,2011.0,Action,0.14,0.15,0.0,0.08,63.0,tbd,E10+
LEGO Star Wars: The Complete Saga,DS,2007.0,Action,2.83,1.48,0.0,0.45,80.0,5.4,E
LEGO Star Wars: The Complete Saga,X360,2007.0,Action,1.53,0.81,0.0,0.24,80.0,7.4,E10+
LEGO Star Wars: The Complete Saga,PS3,2007.0,Action,01.02,0.9,0.0,0.36,80.0,6.7,E10+
LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,3.57,1.55,0.0,0.51,80.0,8.9,E10+
Lego Star Wars: The Force Awakens,XOne,2016.0,Action,0.14,0.13,0.0,0.02,76.0,7,E10+
Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,0.06,0.07,0.01,0.01,74.0,8,E10+
Lego Star Wars: The Force Awakens,PSV,2016.0,Action,0.01,0.06,0.01,0.02,,7.1,E10+
Lego Star Wars: The Force Awakens,PS4,2016.0,Action,0.16,0.43,0.01,0.11,78.0,7.5,E10+
